,Time Step,Right AP,Right UR,Right DP,Left AP,Left UR,Left DP,Name,pres RH,press LR,Rprediction y,Rprediction x,Lprediction y,Lprediction x,Rdirection ,Ldirection 
14233,1614258973.66,0.1323410323795017,0.1928204191617719,-0.7450102771861099,0.1517553773418681,0.8646877160398644,-1.2902365583717235,traverse,0.22359210982674718,1.1891078864769478,-2.6999446385201296,-2.1479052167322976,-17.647231837139778,-10.30071256570022,1,1
14276,1614258974.52,0.21672107563133264,0.23438406256074557,-0.7901831119493586,0.3081119376690251,0.6506346391071187,-0.9974374878241153,traverse,0.3713251796398613,0.27891646983284846,3.967301504553199,12.14757872465383,-19.822088184719274,0.7791380881586809,2,1
14319,1614258975.38,0.5275577108418612,0.42010077406209656,-1.2653997609977001,0.3398626794370844,0.39510185533558945,-1.0179765412916708,traverse,0.11120602628550988,0.10420244500400604,2.137162259690373,10.584522787927149,-19.777819368995328,5.332152269985094,3,3
14362,1614258976.24,0.41766525169599894,0.35843383458758254,-0.7077780642650073,0.06828299307416619,0.3045943230912291,-0.7996421455005905,traverse,0.8821292115087899,2.5744465274046537,3.233138768547536,6.819686020167872,-18.026195253615143,-9.04206764586334,1,3
14405,1614258977.1,0.31687548053168213,0.5024093345251333,-0.8503007044338251,0.2367873772932241,0.508753156514157,-1.206268010336657,traverse,0.9783726707976818,2.01098345252636,-0.1935797506196666,16.64232586663664,-17.27503040567941,-14.899275999552536,2,2
14448,1614258977.96,0.05063418606101735,0.1064999350588058,-0.14985511504606686,-0.13858615617827727,0.32908882506578224,0.046189535208013735,traverse,0.9587981093495135,0.2416739068559227,-2.192016310416114,21.013282733550632,-18.149442500498914,-19.25431337190115,3,1
14491,1614258978.82,0.4269966687917359,-0.12032087130135871,-1.02225266434558,0.3265640199554187,0.39080386814100404,-0.8667147177081459,traverse,0.28371126028850246,0.2416739068559227,2.309745928560077,9.413574209601178,-19.703442924024454,-11.52021218405229,3,0
14534,1614258979.68,1.0781274362147188,-0.16374880602835637,-0.2581733720150114,0.007132215674095564,0.18744281986115624,-0.9913178068945667,traverse,0.1895825919228958,0.21030309884819667,8.520905135071317,0.3829477643230792,-6.7762209183952,-9.640488816433319,1,1
14577,1614258980.54,0.9835406266952388,-0.32448475148214884,-0.12363784987061789,0.05575824705959822,0.0940824646438325,-0.9965711509505268,traverse,0.7876912833969172,0.03471421134758658,7.684608607895657,9.353307274242548,-8.702128694425454,-3.5483789343419847,1,0
14620,1614258981.4,0.9578909415776997,-0.2074368856363506,-0.13574458829625594,0.04765270385999913,0.058162858640454014,-0.9980768173624127,traverse,1.7656617198517721,1.1233181747674028,4.802789913019468,15.019001847857675,-4.965120277493709,-4.052938748211401,2,3
14663,1614258982.26,0.777990810100723,0.16473395156897525,0.22546125343834214,0.2587058536745666,0.08910548816443672,-0.9548202486091536,traverse,1.0068131974092638,0.7454835589649336,2.2199751346331995,16.272322724307962,-7.390442030856792,-9.701524089990553,1,1
14706,1614258983.12,0.48289653268658883,0.8933291155224743,-0.09238489139453886,0.3471027376565767,0.10551371216865951,-0.9096446543423011,traverse,1.1679487784135583,0.10298971974122313,-2.729411246629926,19.68138085391518,-6.1668464654351745,-8.597431585219574,3,3
14749,1614258983.98,0.4506007249394802,0.7625855935105634,-0.13544780440986576,0.4729351841260263,0.26120301769076576,-0.8450701587843922,traverse,0.6768018689094216,0.269229131095532,-2.2394700847474773,17.442401004266507,-4.568159403425607,-12.902427398188589,2,2
14792,1614258984.84,0.18509810935967153,0.9290755717492455,0.1089614565181978,0.473125539630006,0.15041996687150705,-0.861135562573561,traverse,0.14556948968996677,0.38470126268537075,-5.873412658036311,20.829524957669932,-5.541053337937222,-13.306868913775041,3,3
14835,1614258985.7,0.12036851548194631,0.9692181116784373,0.10888848900974164,0.4648056405967892,0.17549864956286232,-0.8658017109967697,traverse,0.5194296055977061,0.16976537289604957,-8.08138923455898,17.253555644176032,-5.860784440275106,-14.8257733012071,3,2
14878,1614258986.56,0.11200735138428562,0.9560721632379473,0.11580395777037723,0.45649047811507587,0.1929764455432008,-0.8656573909640857,traverse,0.9555335436086608,0.9972303472172059,-9.815633524492425,12.553527815782243,-9.627888837540551,-16.655322247516665,0,3
14921,1614258987.42,0.23498980147965257,0.8282238851926932,-0.0016890558895946842,0.35528302022837704,0.4778130808421087,-0.14138983494802077,traverse,1.2650942024229657,0.024448053736952424,-1.4054622077336045,18.054615406512422,-11.687942815985096,-21.231695270659408,3,3
14964,1614258988.28,0.4016805228534466,0.7363275970367719,-0.018227348058537585,0.19522111558034733,0.21426494788615774,-0.11566092098629817,traverse,0.584249390851982,0.024448053736952424,-0.7306003072346519,14.503301397210471,-13.078171287013618,-21.18824424813578,3,1
15007,1614258989.14,0.4276639567391119,1.0068701445331476,-0.03850459092791516,0.45962069732761185,0.41293968892237537,-0.8252415594125586,traverse,2.7041861603377635,0.024448053736952424,-1.2516409050142014,10.061301636491114,0.006850941482595019,7.52014536545429,1,3
15050,1614258990.0,0.28206343322313415,0.9188039149275373,0.10919112914955979,0.5923112817962392,0.8956794059978062,-0.0027434663465586507,traverse,0.2212258639972257,0.4050249442779787,-2.761074038343941,18.62954151557234,2.2792871922278772,-1.4811392050730436,3,2
15093,1614258990.86,0.250158381196557,0.9281377189315976,0.10201299010608178,0.5485593059109772,0.8681695863372402,-0.0032169110767120896,traverse,0.9394502192284868,1.119265199769305,-2.7594829286532763,16.18495479199985,0.8537604357050226,0.6369158591227251,2,1
15136,1614258991.72,0.2125919593218799,0.9215456283741426,0.10289130823646139,0.5410467366834988,0.8625403195304784,0.006104748715913682,traverse,0.4096671482965067,0.1934688178714852,-7.246908262795364,13.265027213288779,-0.7386829497131808,4.048185558343751,3,3
15179,1614258992.58,0.2089089507149994,0.9262886914711495,0.11339732519691206,0.5417176067447638,0.8676848025069115,0.0032977074460525694,traverse,0.4723340447431419,1.541387631518421,-11.17017712295291,4.99684743895974,-0.49753405823535957,-4.9595657962970225,3,2
15222,1614258993.44,0.20532710686345304,0.9208072351650917,0.10341869101629655,0.5415927396601992,0.8694442923397099,0.011027492673402839,traverse,0.8330689066938026,1.1300234912391993,-10.727614714957278,-7.2072512143283145,-9.430901956887691,-9.67524884561648,0,3
15265,1614258994.3,0.1941361582421051,0.9361489859866372,0.10891455220072188,0.5409880584171239,0.872623583355642,0.004365464946756072,traverse,0.8352979921626934,0.47048391749088425,2.3469691741601233,1.6370127374519736,-10.566236045477204,-11.693796265114507,3,0
15308,1614258995.16,0.1883747966193203,0.9455085031218312,0.12074414921722577,0.5435896229521533,0.8678398784047514,-0.007047192756414454,traverse,1.3466539899924523,0.7572242528828945,-0.9449246180274544,-6.446655309804644,4.9136875871029835,-3.6120432668742737,2,1
15351,1614258996.02,0.19561536886169367,0.9465263994177735,0.11243421147900813,0.5325003583341518,0.8650411988625183,0.0011018266189999138,traverse,0.9179181931244305,1.9584852935334298,-3.842960054633445,-1.877394455198644,0.6016926694849465,11.573296840716768,1,2
15394,1614258996.88,0.20634946450782085,0.9265241755162048,0.11111990040577072,0.5425950914223133,0.8630970864527324,0.000698816207598143,traverse,1.0037864283644677,0.7533965224757875,-2.0400145854635863,1.5485321099531717,0.38283166419857384,11.454816796725744,3,3
15437,1614258997.74,0.17461158384866435,0.9321896763855225,0.11969027725351665,0.5474894531357672,0.8603717865546862,-0.012981632914647878,traverse,1.0008602877632007,0.7226049890198275,-1.8382788245389525,-1.4668799581701446,2.2694538444494627,7.731400710417384,3,1
15480,1614258998.6,0.6817721876404271,0.6033515135081393,0.16998783216393595,0.5297993593314514,0.8747373191777328,-0.001127035445355164,traverse,0.2369708287134781,1.2819352673520739,2.4527649520201438,-6.969183649485801,2.1395973943115196,10.995254494800303,1,0
0,1614259788.0,0.6826380199591052,0.015137180700094607,-0.6206244087038789,0.7807855464339122,0.7075411236915189,0.2973723563341166,vertical,0.0002665927249736438,0.00014896550443159898,5.570539857417772,12.195822294998834,8.54474427446322,16.452525779698938,3,3
69,1614259789.38,0.7373326248595335,0.06576258284513394,-0.6548980038995754,0.43980912543477685,0.8464214798639182,0.17106805088890903,vertical,0.3364334282664976,0.4301953241985133,5.842493494155003,11.64693112924481,7.3036895351705065,-6.671034079502098,3,3
138,1614259790.76,0.8771584262208044,-0.18636384571902553,-0.46461855541665215,0.9097443186197616,0.49174135370192384,-0.08619061409446435,vertical,0.5262511192274751,1.9905565310833189,7.631017891901261,11.353774081332105,4.295725869438857,-4.595256145624182,3,3
207,1614259792.14,0.69087490638087,-0.48296482254865186,-0.46088761234840225,0.8502577598782602,0.5487135258684755,-0.06974342273681225,vertical,1.408424257182956,0.02847309193247291,6.826947284688871,13.042700463227442,8.277235314326802,-8.446500280536233,3,3
276,1614259793.52,0.7806170951977452,-0.4009639308756495,-0.5466630375120688,0.8561296633980147,0.5399090340720009,-0.06711697287639971,vertical,0.9433740012552569,0.4414370645093462,7.2414011353171714,12.064449310957375,7.7302280059308925,-8.013625669162762,3,3
345,1614259794.9,0.9078519134363706,-0.4003702026761833,-0.3163518458547436,0.8496227144507416,0.5357229445890873,-0.0799733394699059,vertical,0.9685947806449737,0.4276451315448776,8.467837559290462,11.726895418891388,7.795557255984266,-8.041951899479548,3,3
414,1614259796.28,0.8464040422259047,-0.3498746170333134,-0.40117441295306383,0.8623799983823369,0.5256327218849366,-0.05926685866757329,vertical,0.7419574668983329,1.0069825949350246,7.802823553762855,11.910998764615448,7.740029441806063,-8.023530132499415,3,3
483,1614259797.66,0.7260971320240479,-0.4489848182381878,-0.5344843450629022,0.8661425719650804,0.5239792435829743,-0.0641913758499599,vertical,0.35603869996816434,1.7034183656934097,6.940110886146241,12.55066757770839,7.880852038546599,-8.053887261991397,3,3
552,1614259799.04,0.7786667985933398,-0.2197923572568649,-0.5805855243471747,0.864210928503501,0.5242096549328711,-0.06382034087871268,vertical,0.41562728011083333,0.38603117364430245,6.82009731098447,11.812998903150849,7.907033461169404,-8.093502255917036,1,3
621,1614259800.42,0.9500487299421025,0.49084156945869395,-0.46393878139031736,0.5916300368640718,0.4179638702682323,-0.1711852668432363,vertical,1.2970047066870172,1.031882240512963,5.833960069925946,15.374699049102935,7.892369854694759,-8.078309727734721,2,1
690,1614259801.8,-0.5879077340026173,-0.6798692238399725,-1.3372468304455019,-0.13217034206238493,-0.37895984340681194,-1.5669947379611415,vertical,1.6628614892990157,1.7272129715418174,-9.906145608515168,25.2788102695315,5.340571089439533,1.788197495414071,0,1
759,1614259803.18,0.41425698373165804,0.17885693046949924,-0.7125751692211112,0.20346111765919778,0.25785778395773645,-0.8683340950607534,vertical,0.11152462705687367,0.6233531861423124,-3.2099321573438506,18.56354996160922,-7.090338260310073,19.289843495195328,2,0
828,1614259804.56,-0.029588237397915756,0.23905745978901888,-1.0650115096093202,0.1416562225785973,0.8567590593287154,-1.248828738819732,vertical,0.33880023278201143,0.21113489514699924,-8.958481678141126,18.011753358448303,-4.0971518259911095,18.435067578583563,0,2
897,1614259805.94,0.20744421026361487,0.40163915589790783,-0.44767319477189943,-0.18382601806641977,0.4332450185967143,-0.852604397727059,vertical,0.00039229619892475556,1.087076114316527,-5.197336283442604,18.35042295511552,-8.087883845143075,17.9754907542725,1,3
966,1614259807.32,0.8906243709684133,-0.28106279609595336,0.46248949175245924,0.6330620040821497,0.28069617808145647,-0.9852424571949719,vertical,0.10580859230148446,0.4718026940087538,2.80162487955766,17.01787403864745,-8.859451050698583,20.26364398239071,3,1
1035,1614259808.7,0.45446323925320864,-0.5037486311174559,0.2102547970253518,0.15964208286669115,0.3865459172484113,-0.8955688847196731,vertical,0.04434873568039498,0.3549916491198302,-0.0083347906997151,17.722976336415154,-2.1093856966511373,15.631618595885488,3,3
1104,1614259810.08,0.1817407053544422,-0.3316205896770047,0.6083080171509538,0.19184379355507156,0.3586086391686279,-0.9461227946820491,vertical,1.9242116556278634,0.30582605035609683,-0.859179588589952,15.779939539728135,-5.239795605939759,17.58571463837766,3,3
1173,1614259811.46,0.5429705854597893,-0.37130369939031704,0.8144148890082268,0.24431323539672276,0.34638786604283933,-0.9207742417867296,vertical,0.7669515955125761,0.0030786344401076172,0.16031150052683163,9.326601457154338,-4.139805906051789,11.641025694537243,1,2
1242,1614259812.84,0.2556760276302519,0.641841452930053,-1.4656465721408798,0.22225515539281399,0.37194602603174254,-0.9156741963773894,vertical,0.09029286944135465,0.0005986355094712998,-3.796135671123776,12.053765336893678,-17.930977268436365,9.19327311016314,2,1
1311,1614259814.22,0.3443474991478005,-0.45787005657842184,0.8344943600291648,0.2120974654370949,0.36828341479084764,-0.9861387323695875,vertical,0.5835979531100385,0.3402385626917286,-5.8644874830887925,18.666529668759466,-17.23297099389423,12.20042011746897,3,0
1380,1614259815.6,0.44308779210815114,-0.48455037026841147,0.8016343971443876,0.21583675924653034,0.3422944050568579,-0.9006591745316396,vertical,0.9797303861941286,0.9639665356595319,-6.054240092482959,13.885660654481427,-10.983234104088012,16.423032312262215,3,1
1449,1614259816.98,0.3048200050621306,-0.29625681260994824,0.9544622233508594,0.2382530367171752,0.36821243485119576,-0.9307479813872874,vertical,1.2489935231183014,0.622964752233189,-6.545746722480262,13.1098958566071,-9.478946017220698,19.78754154379716,1,3
1518,1614259818.36,1.2063361473783367,0.478315768999034,-0.506477928742035,0.12103628430396157,0.3177114275152392,-1.1179386087118983,vertical,1.035018417987632,2.0485246295879342,-2.2176598730984614,5.392159431623725,-8.981241418287842,17.483412336895384,1,3
1587,1614259819.74,0.5912688754793373,-0.5127611542931491,0.7818385061526526,0.12892782899032215,0.2596276074481236,-0.8571951747345404,vertical,0.0043504633638717285,0.7202214413181901,-1.9582412529513515,19.218423459706074,-9.357592570177703,11.625006633271171,1,1
1656,1614259821.12,0.3667278309291868,0.757597779303661,-2.07208214024355,0.3173495153093848,0.40674783785261615,-1.0206479056691886,vertical,1.9705279372046896,0.6525897966789499,-10.073733501253056,14.037625380049985,-9.088553572132682,17.320587941968174,0,1
1725,1614259822.5,0.18570594059779388,0.3569758855407695,-0.9872702609551236,0.22387587215667482,0.22821454075437733,-1.5377587345659454,vertical,0.028627449502173236,1.9533626142365743,-6.554913738172911,16.312062634434525,-7.652127921316989,16.32541828000133,2,0
1794,1614259823.88,0.1206678590781848,0.3476637743494261,-0.9968220316556586,0.49886133467162863,0.3626627614389102,-1.258535659058233,vertical,0.0029940152848005547,0.8157452072704203,-15.944384899633377,18.925610802733125,-7.2379227909717105,16.034737849285506,3,3
1863,1614259825.26,0.21080514914120058,0.21029325248497147,-0.939338445748218,0.25503767054036947,0.4371227733350345,-1.3201602194132434,vertical,0.41568040982802273,1.0326779431750783,-12.532620323227466,14.246900858040075,-13.771869687945443,-5.776241732445001,3,1
1932,1614259826.64,0.3938625734458952,0.3313125959782529,-0.671413832181628,0.05332421724161329,0.2847016322980517,-0.6028470698666106,vertical,1.161456908300703,0.8262724584419272,-16.64613413009297,3.9108176814183526,-13.287592048128545,13.655604133461313,0,2
2001,1614259828.02,0.16141867036212382,1.0597139088715024,0.2700674662076132,0.5211049215143927,0.5575863802566048,0.5226562918218989,vertical,0.39757544918127363,0.7498495086798953,-9.085240689712007,12.791584917531718,-20.38239805843907,8.000550261473991,2,3
2070,1614259829.4,0.07985409316246521,0.45553562136627096,1.0238900190234008,0.7397220686020957,0.2794638985910209,0.6737340150468724,vertical,0.0022173833224960185,0.19697580993356906,-17.19609505386966,1.0742957335906231,-14.503425998908025,1.2606717900248015,1,1
2139,1614259830.78,0.48540707173171277,0.7933973077786066,0.250781021449563,0.7009850628665909,0.6542457955921781,-0.058879950148280055,vertical,1.4907226947168972,0.18485424285095872,-10.372620193710059,18.65471168035006,-7.586654953068991,23.82664032642418,3,3
2208,1614259832.16,0.4848460996002267,0.7554453153390172,0.4962521347166255,0.2687006997619267,0.6283607752080584,-0.6016264620850122,vertical,1.7832111198804768,0.45063155810203365,-10.227698823162683,16.816109611865336,-12.516590407378544,-3.898461047056559,1,3
2277,1614259833.54,0.019666629208685612,0.055728545297282155,-0.0709468563133909,-0.15027684779510958,0.45212955602564475,-0.650660997382598,vertical,0.9125228602427448,2.398687954009878,-12.023787424602897,21.0095437187909,-14.508296802709404,-5.514935851953643,3,2
2346,1614259834.92,0.42049505363565187,0.36365920756726433,-0.8008351851190351,0.3846766536494639,0.44988001178705805,-0.9767704058680429,vertical,0.6972925023842163,0.8635562585799041,-15.849356820886541,-8.167403794942844,-20.330328901323114,2.5198681858285523,1,1
2415,1614259836.3,0.4765077784930226,0.4642612307765687,-0.8254139566729659,0.4689215602822526,0.8164810408611334,-0.7836791227376765,vertical,1.2449330836529982,0.6746072838380555,-11.787651483111791,12.688511414304264,-12.031483148290544,14.814003777689836,3,3
2484,1614259837.68,0.7745382131779878,0.38077603575621627,0.13849495974448653,0.8580133865105555,0.07083916465349271,0.4325508885199077,vertical,0.000822245317670164,0.6251938630684717,-9.176614572516243,9.100115113511372,-16.54544194082252,-6.441552516558785,3,1
2553,1614259839.06,1.0948548080088158,-0.1271345284311295,0.9026155943047547,0.5901713233608679,0.2899152997810439,0.740487640149555,vertical,1.018201736548978,2.4831858629817267,-5.829382352048985,-0.2828337124950746,-5.060156552667744,12.159858634076882,1,3
2622,1614259840.44,0.6104519873227406,0.46136913042789574,0.6038770366084877,0.43468837514017067,0.19520027311982885,1.0015971600099214,vertical,0.5424770152826064,0.053061721913750054,-10.49287466745267,13.002223564850173,-8.082986395267357,-1.6211775148893413,2,1
2691,1614259841.82,0.4883068356307678,0.430704288560049,1.0685622175990497,0.8458365388815249,0.13262487477631144,0.7093708434419785,vertical,0.27017342833030816,0.16197834571388947,-12.607115796132181,12.884073587298753,-8.24066398021126,3.382769657502292,0,3
2760,1614259843.2,0.669633664816702,0.03174510208417554,0.6770207240131835,0.8247441812164682,0.32237798488999136,0.4154760554339531,vertical,0.46610509985477,1.015659839569325,-9.170554541131889,12.592713401598171,-6.087492915086652,-13.080481972944323,3,1
2829,1614259844.58,0.8645611771301632,0.15039970265176095,0.7127841463103418,0.857094607699941,0.13072173680049057,0.6006572463256291,vertical,0.37984780578494937,2.7577427486977397,-9.06434682800136,7.960838205218359,-6.1408259242454015,-12.016459243945,1,3
2898,1614259845.96,0.4765151629382857,-0.22153635825247006,0.6263306884009103,0.8094399969971093,0.46981324527063323,0.45886689458432905,vertical,0.41143305828518517,0.07827591332679149,-11.460290388846136,16.12596430111256,-6.9810289260762834,-16.178109169296636,3,1
2967,1614259847.34,0.795839419194689,-0.34437844899415254,0.3520520989191635,0.7361708613410043,0.20721639856433982,0.7113956016561219,vertical,1.563655329843143,0.07827591333592186,-10.624113846065173,7.6064754655455165,-7.1582150383633465,-9.542160201741051,3,3
3036,1614259848.72,0.9882927867042731,0.8131873824088206,0.050086433565355186,0.7019255933023827,0.3903413171063751,0.5885276704586218,vertical,0.16858955721702554,1.7265663452305213,-10.359665744173657,-2.7501714521812346,-5.4646302880325495,-12.799068455507001,3,1
3105,1614259850.1,0.6448069315207268,0.6466904928675952,0.31025145553705963,0.778255408051767,0.1028987417396223,0.6364715839272654,vertical,0.7452563386267623,0.04866839808041385,-12.462455616097317,-10.37926622002739,-9.644727986104368,3.9848338704548794,1,3
3174,1614259851.48,0.7624280939088954,0.35689196751401986,0.5909075882218832,0.3067079336415797,0.22814800355423265,0.7349348510406115,vertical,1.337909604795196,0.3040927077462309,-9.908565205912392,9.013270653293189,-7.480834034626092,-9.454647505199578,1,0
3243,1614259852.86,0.8100669948975981,0.532738575638146,0.4628122461180427,0.9853557841746081,-0.19158431293009898,0.4655781154729708,vertical,1.121407948272738,1.3318503568196245,-3.2754661745444134,19.256803434362684,-0.6179788417961607,0.7291724174951755,3,3
3312,1614259854.24,0.7377332547288624,0.43174275622119945,0.11969083760535207,0.8919207419294224,0.2107854554805788,0.4769444981573023,vertical,1.1837498982974244,0.3042379692412539,-4.713695892829407,16.40972080265204,3.620138443856285,-8.783566603580821,2,3
3381,1614259855.62,0.887644252971713,0.12591268017793797,0.6591340572603297,1.2109659840904943,0.33906075819593534,0.6697809409285875,vertical,1.2845533189269496,0.129647428021695,-3.3619550283000654,15.609559277967547,0.5712863313275669,-14.703966002199351,3,2
3450,1614259857.0,0.6875693191226747,0.21157702999290948,0.7010258626686242,0.6674553260132824,0.009485115810333594,0.7182514627063208,vertical,0.32080756363148477,1.242415926124612,-6.7463396475148425,10.81854190465825,1.4343642586023657,-19.040847310119332,2,2
3519,1614259858.38,0.7184337676709045,0.2202481587801958,0.6337369678625147,0.6539264249493203,0.6574270106285082,0.3715752463546158,vertical,0.5450961022800623,0.6400358802385328,-7.18042676332053,11.298354649595055,-4.666271349756187,-15.331611188071673,0,1
3588,1614259859.76,0.5341884231463883,-0.563324988388564,0.6774049097324741,0.4765010578829856,0.5483964305660868,0.3875838023951802,vertical,0.7491320824588256,0.7948955839990814,-5.974186219519806,12.929532636581364,-6.258473468849915,-15.498143792686747,3,1
3657,1614259861.14,0.9071789758162317,-0.22454851052755453,0.4108167601856627,0.8520363687358109,1.5912071920619133,0.3782006592179513,vertical,1.073224520507485,1.6365294467530365,-2.915405500087529,-8.810457568055362,-4.682136093873531,-9.706183307774555,1,1
3726,1614259862.52,0.7460683030891081,-0.0705846752397877,0.7170155476998459,0.7219081609672788,0.2192194733700945,0.6955239994120725,vertical,0.6163581234446948,1.5097248324742236,-5.038701019399017,-4.876142734037794,-4.7743891212661005,-11.860162418919689,1,2
3795,1614259863.9,0.36362204878311105,-0.31179842861087753,0.46268359696801303,0.5928896770568357,0.4541732796710563,0.592487866828388,vertical,0.462475453146354,3.543321699855207,-9.438993337353285,15.276458768738134,-7.926920609336114,-13.115430221381171,1,0
3864,1614259865.28,0.6568022458336895,0.21592173816770072,0.7140700978331402,0.7673844556720102,0.5176606204329006,0.15042463983541401,vertical,1.361210836114232,0.5864847701706744,-9.194039494693149,17.1366045920746,-8.516332596213665,-13.603134680243024,3,2
3933,1614259866.66,0.6266673282629641,0.22173690324737105,0.7182455375559111,0.9275939520477153,0.11395272846653229,0.5740525925725465,vertical,0.7071037974811933,0.2906792534621182,-9.672696678073565,14.911452740439971,-9.342498855631858,-14.700751194091772,3,3
4002,1614259868.04,0.9086129194470128,0.689766463990718,0.9460033999179217,0.6427471847730339,0.24048741929779682,0.6588790071744185,vertical,0.066236925338087,0.40855037830603236,-8.609295501888859,9.805708345518521,-7.863330974798705,-17.25004851127609,2,3
4071,1614259869.42,0.8493754948850171,0.16445967963927216,0.5788299703777227,0.9679288014145169,0.17861037905665889,0.3319195556815093,vertical,1.0235033089722703,0.36554303317975867,-10.086398768491962,8.940875088415424,-10.51498353932254,-17.56693997588489,3,0
4140,1614259870.8,0.753493730129795,0.27691193568235767,0.5255548890417595,0.5100300924442563,-0.2583394949867063,0.5754446755637984,vertical,1.3108698177665654,1.4943466359616002,-9.828926252187676,5.823941268804421,2.3950572194920214,-9.654968230182856,3,0
4209,1614259872.18,1.2350294180581372,0.530598713922346,0.7526049691585892,0.7525104875728399,-0.015785701405337856,0.7136347645537872,vertical,1.6034338581652663,0.7872089770656576,-0.9763991838112513,-8.830550307382051,3.2913214477551866,-6.470914315557058,3,2
4278,1614259873.56,0.5997149454742832,0.08270468526258073,0.806952693431936,0.6696054522712158,0.44553772119485185,0.5091545130690137,vertical,0.21555485614804404,2.460672374038947,-4.782736316206172,-4.81923478950527,-2.4261539185980974,-4.371996961649353,1,2
4347,1614259874.94,0.5017395349411434,0.01624101565905746,0.8880724393184556,0.036694879741250006,-0.3474093454972118,0.9159562863565136,vertical,0.9520916900194221,0.3998676138562433,-11.341693150930617,8.828486645304203,-5.528700415775327,-3.309752056687554,1,3
4416,1614259876.32,0.3828157763074377,0.18769790150460597,0.9182520370079097,0.5040280210805899,-0.13419345936131052,0.844134018565476,vertical,0.022418760060747812,0.2247190722972358,-13.720925516800829,19.171504803571707,-8.579683469315222,-8.183081763676022,3,0
4485,1614259877.7,0.2085165445629943,-0.2879480997641507,0.886672219947584,0.453889754323874,0.1143574846728997,0.9545684791383022,vertical,1.0229881657639737,3.000816920663201,-14.414704014386341,17.07734914436201,-3.4500419502683224,-14.323026026262408,2,1
4554,1614259879.08,0.23480298960168963,-0.13258534849131312,0.9957643601844803,0.6177193527189886,0.0803014935499758,0.7793998474374597,vertical,0.06419255498851294,1.066719797019955,-16.185267240105162,16.80423139128721,-6.256358913378583,-9.08499761589281,0,3
4623,1614259880.46,0.4585820890182531,0.15785625880627907,0.9280326951410187,0.8787828940302259,0.24480013681549995,0.3935226301943243,vertical,1.2082934217641923,1.9340267141677876,-13.90200705113064,12.89318903465733,-5.940088580640349,-15.669955847798256,3,3
4692,1614259881.84,0.6402545583778286,0.31300382152821166,0.6511780533313424,0.25496368253242124,-0.12978276563610122,0.4080801785524847,vertical,0.01593145192717814,0.20663387420569274,-13.345834140200665,10.26601210630714,-5.015651855438678,-21.3174782243907,0,1
4761,1614259883.22,0.6247993312557978,0.4481757373079201,0.6487705432627456,0.3235926226486909,0.24592848263465752,0.9058648324332714,vertical,0.9133340386318806,0.6904698743705348,-12.44116148834999,9.751691076712618,-9.031983212679343,-15.64576489613497,0,3
4830,1614259884.6,0.8291266363360018,0.6210068962260898,0.49526969993878983,0.4865838519755561,0.39681621574081904,0.7754794692286362,vertical,1.510367071522059,0.1436598973413886,-10.85284636658272,7.026173936792993,-8.427099487387686,-16.097889044147774,3,1
4899,1614259885.98,0.363816201423133,-0.16811597295417746,0.9808149932169634,0.5049158322091128,0.5463215505145754,0.7399657224866545,vertical,0.2090817002757694,0.0770806870495534,-11.615257053082445,5.067865534163608,-6.587476752287332,-15.594302410823126,0,1
4968,1614259887.36,0.627125014149318,-0.3007859732898392,0.7519481180346096,0.1834724127354071,-0.06607572285084985,0.6586203757910802,vertical,0.5033656660973541,0.3476289110393166,16.05501876898347,21.75744976191334,-11.090406388822375,2.3460490128221103,2,3
5037,1614259888.74,0.205331043201913,0.17082801647821586,0.9690188117654305,0.5127987382140535,-0.24034393336283988,0.8097775473818831,vertical,0.09712817666036873,0.3934247556877981,-11.107080670192737,23.397822309080052,-12.452607169244882,-2.3288878436200573,0,2
5106,1614259890.12,0.46497393831443523,0.1372444247369848,0.8815076582096658,-0.5118233815406693,-0.749691931477287,0.7611341165670469,vertical,0.6188407478370805,0.42433353392508116,-7.256015040086335,21.06847377461475,-10.899130102267454,-5.778192023197571,0,2
5175,1614259891.5,0.5735383164383036,0.25359775307591126,0.8103113222076305,0.5753511810884128,-0.035237251897610664,0.8369731803179891,vertical,0.4120282198647864,0.3985612768498326,-5.113261718228367,17.279944342127827,-18.05337852197038,1.993827664017286,2,3
5244,1614259892.88,0.4281706396665097,-0.07594392307237176,0.7906143674012758,0.6649064131923952,0.3097200637912016,0.7276384651983719,vertical,0.4055129501218146,0.19357326456619992,-7.533567954527704,18.047953397529405,-11.514128831550561,-7.714742956783811,2,2
5313,1614259894.26,0.514192463633067,0.33100838345991973,0.7040838824323766,0.25238988443681376,-0.21558209428822364,0.45471815319728653,vertical,1.9096529632934347,2.9074334526409915,-10.164812955412241,14.281865816525873,-13.52773249949525,-11.70286908260423,3,0
5382,1614259895.64,0.5917326812203311,0.5552307588765901,0.7195297026675911,0.3928989749002736,0.061871852191516065,0.8834813594839279,vertical,0.8256774366314039,1.4816593783574357,-10.932907870768435,11.800250789304023,-11.945261286035855,-8.321328059742202,2,0
5451,1614259897.02,-0.12028041369029828,-0.4838338510585957,1.2620718767851302,0.47478186891203916,0.09950485382018523,0.8679040853000631,vertical,1.1810530031073654,0.6945900492423828,-13.979417895226838,19.924986702741567,1.3313354189946152,-3.877850689161388,2,3
